State,Target Column,Feature,Importance,Best Params
Alabama,Residential sector,hdd_July,0.0,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_August,0.0,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_June,0.00042154248752041305,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_September,0.007511328440047432,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_April,0.00872310551798837,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_April,0.010340436696834002,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_September,0.010890819600344508,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_January,0.016103549961331474,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_November,0.016278256891755997,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_May,0.016497543295239538,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_October,0.027866083734354233,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_November,0.030368657346724212,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_October,0.033412141370178755,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_July,0.035849949268445244,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_June,0.03937031538961058,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_February,0.04149170098300305,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,hdd_January,0.04238955143755927,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_December,0.04302187674624422,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
Alabama,Residential sector,cdd_May,0.043923357440459124,"{'bootstrap': True, 'max_depth': 20, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}"
