State,Target Column,Feature,Importance,Best Params
Alabama,Residential sector,hdd_Summer,0.0,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,cdd_Spring,0.0008183265349857347,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,hdd_Fall,0.012839832009451524,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,cdd_Fall,0.01653148795542589,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,cdd_Winter,0.1104330741068276,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,hdd_Winter,0.1440950639777229,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,cdd_Summer,0.3189337018484197,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Alabama,Residential sector,hdd_Spring,0.3963485135671666,"{'criterion': 'friedman_mse', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,cdd_Fall,0.00015752120505392554,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,hdd_Winter,0.00016163339264097104,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,hdd_Spring,0.0065665772540975135,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,cdd_Winter,0.01655905912834111,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,hdd_Fall,0.050895316716767294,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,hdd_Summer,0.06401101576403312,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,cdd_Spring,0.1543760431928798,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arizona,Residential sector,cdd_Summer,0.7072728333461862,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Arkansas,Residential sector,hdd_Spring,0.0030171980299053885,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,cdd_Fall,0.018175464281221954,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,cdd_Summer,0.029677683239824438,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,cdd_Spring,0.030281618574155414,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,hdd_Fall,0.13055581665707736,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,hdd_Winter,0.17871500036068913,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,hdd_Summer,0.29554771458914786,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
Arkansas,Residential sector,cdd_Winter,0.31402950426797843,"{'criterion': 'friedman_mse', 'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}"
California,Residential sector,hdd_Winter,0.002716269562004707,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,cdd_Winter,0.004244492715860702,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,cdd_Fall,0.009813030830293348,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,hdd_Fall,0.050557092396325505,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,hdd_Summer,0.066791733661524,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,hdd_Spring,0.12270216162375287,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,cdd_Spring,0.21372405730314586,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
California,Residential sector,cdd_Summer,0.529451161907093,"{'criterion': 'squared_error', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10}"
Colorado,Residential sector,cdd_Spring,0.0,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}"
Colorado,Residential sector,cdd_Winter,0.0,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}"
